Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.320432662963867,24.78980179223696,23.87998139150813,24.778678625376525,212818400
2015-01-05,23.635284423828125,24.169164129068307,23.4484274604303,24.08908208842444,257142000
2015-01-06,23.637510299682617,23.89777609314269,23.27491613036746,23.699795956528767,263188400
2015-01-07,23.96895980834961,24.069061513837287,23.7353868993359,23.84661177083636,160423600
2015-01-08,24.88990020751953,24.947737612647956,24.180285024201453,24.298184806966983,237458000
2015-01-09,24.916601181030273,25.192438442414282,24.51619088453962,25.063417158305384,214798000
2015-01-12,24.302637100219727,25.054516703419324,24.202535383704063,25.04784348193922,198603200
2015-01-13,24.51841163635254,25.092332396793072,24.227003007895863,24.787575629313356,268367600
2015-01-14,24.424985885620117,24.578475075748763,24.13580050030205,24.25592358202692,195826400
2015-01-15,23.7620849609375,24.48282175865421,23.726493879364345,24.469475315208914,240056000
2015-01-16,23.57744598388672,23.931141930753473,23.401710496685297,23.808793902588967,314053200
2015-01-20,24.184736251831055,24.240348687400143,23.690897552432435,23.988979392447472,199599600
2015-01-21,24.369375228881836,24.705273190593893,24.084638071421082,24.235903996851988,194303600
2015-01-22,25.00335693359375,25.01892835113087,24.407191423782596,24.52731451499349,215185600
2015-01-23,25.132369995117188,25.303655531969277,24.809816884327752,24.98110411833651,185859200
2015-01-26,25.15906524658203,25.439352394096968,25.09233134289731,25.30143294436429,222460000
2015-01-27,24.278165817260742,25.021148872066853,24.25369620874828,25.007800732869285,382274800
2015-01-28,25.650678634643555,26.275763549784088,25.650678634643555,26.166761956683068,585908400
2015-01-29,26.449277877807617,26.51378851448689,25.706294766705827,25.875357066377134,337745600
2015-01-30,26.06221580505371,26.693972335696472,25.99325522245303,26.338053043985266,334982000
2015-02-02,26.38920783996582,26.509330884082406,25.82196211165348,26.260188301164945,250956400
2015-02-03,26.393665313720703,26.491542057577952,26.16231735133231,26.360297509087918,207662800
2015-02-04,26.596092224121094,26.807420510137334,26.31803002974995,26.360296026384585,280598800
2015-02-05,26.785921096801758,26.850686325109223,26.631824460351066,26.80378601534649,168984800
2015-02-06,26.560365676879883,26.855158197673102,26.45316762211177,26.803792072629882,174826400
2015-02-09,26.73679542541504,26.763593661863236,26.448702456609688,26.475502396913203,155559200
2015-02-10,27.25044059753418,27.279474284093233,26.835052713303483,26.837284763150453,248034000
2015-02-11,27.88916015625,27.898093467941823,27.35764088949896,27.41793861360003,294247200
2015-02-12,28.242019653320312,28.469814852734082,28.04325814425922,28.15268823597874,297898000
2015-02-13,28.380477905273438,28.425142753313455,28.06111930060856,28.425142753313455,217088800
2015-02-17,28.5479793548584,28.782474113637615,28.344750336735732,28.47204705336743,252609600
2015-02-18,28.74673843383789,28.760137549027505,28.4631113340549,28.503310383478674,179566800
2015-02-19,28.686443328857422,28.8159738080515,28.659645094441533,28.69314288746139,149449600
2015-02-20,28.92093849182129,28.92093849182129,28.59711399333912,28.724409016235786,195793600
2015-02-23,29.702579498291016,29.702579498291016,28.956665913703066,29.037064009555703,283896400
2015-02-24,29.517213821411133,29.83657411917759,29.293886181021207,29.689177058669994,276912400
2015-02-25,28.762371063232422,29.38992472080922,28.6194414810838,29.380989705088034,298846800
2015-02-26,29.12639808654785,29.22689486952783,28.27552009882832,28.762372846811893,365150000
2015-02-27,28.688674926757812,29.15989646219233,28.639542565132608,29.032598050424323,248059200
2015-03-02,28.829364776611328,29.09512521848601,28.65293743705681,28.865098017539392,192386800
2015-03-03,28.889671325683594,28.92540457543186,28.606044193335897,28.800341609023185,151265200
2015-03-04,28.706539154052734,28.934334347098382,28.65741019840567,28.831605520231744,126665200
2015-03-05,28.230859756469727,28.753445837728137,28.08569638816837,28.7154805317609,226068400
2015-03-06,28.27328109741211,28.89189795896218,28.197350511715953,28.6752698585805,291368400
2015-03-09,28.39388084411621,28.936568873655904,27.929358864959124,28.577009471918817,354114000
2015-03-10,27.806528091430664,28.411745860101902,27.647965653485496,28.230850996391403,275426400
2015-03-11,27.299577713012695,27.864596524336754,27.270545725249434,27.860130720009767,275756000
2015-03-12,27.793127059936523,27.89362553089279,27.163343116592372,27.315205996029857,193450800
2015-03-13,27.601070404052734,28.005294711081447,27.375510647463123,27.781967004779133,207309200
2015-03-16,27.9047908782959,27.9047908782959,27.440270633053817,27.665830346457884,143497200
2015-03-17,28.371551513671875,28.434082997718928,28.06112614368463,28.116958069277374,204092400
2015-03-18,28.690906524658203,28.84500316480817,28.221918750466266,28.362614571567367,261083600
2015-03-19,28.474279403686523,28.86510284648222,28.451946976297766,28.75343900568345,183238000
2015-03-20,28.11695098876953,28.675268400244406,27.95168900771129,28.641770616408408,274780400
2015-03-23,28.409515380859375,28.552444966857443,28.25541872876409,28.38941670651046,150838800
2015-03-24,28.293384552001953,28.594874877800912,28.264350862901242,28.413981704634534,131369200
2015-03-25,27.554170608520508,28.322418430487524,27.554170608520508,28.259886948021393,206620800
2015-03-26,27.74622344970703,27.88915299235185,27.37996628369787,27.41569952128635,190291600
2015-03-27,27.525135040283203,27.848959476862227,27.449204451125873,27.819927493452933,158184800
2015-03-30,28.221920013427734,28.22861957132451,27.69263278946705,27.703799855198355,188398800
2015-03-31,27.78866195678711,28.248716410272372,27.773029088091636,28.159385001788998,168362400
2015-04-01,27.748464584350586,27.942760281749532,27.491637408392435,27.8757612953761,162485600
2015-04-02,27.987424850463867,28.041023016701327,27.73506518490147,27.92265961866007,128880400
2015-04-06,28.440784454345703,28.47651770696041,27.76633549786807,27.797601241978306,148776000
2015-04-07,28.141529083251953,28.612749048591414,28.134829523647692,28.505552687212308,140049200
2015-04-08,28.049955368041992,28.228618187856657,27.90925954754002,28.10578728625221,149316800
2015-04-09,28.264347076416016,28.26881458361224,27.84002590093208,28.105784648045375,129936000
2015-04-10,28.384952545166016,28.409518730392243,27.974030362936887,28.128125329345178,160752000
2015-04-13,28.329111099243164,28.713236620663952,28.2755129421435,28.66856836601396,145460400
2015-04-14,28.206287384033203,28.427381315785674,28.119189722922986,28.36261608247333,102098400
2015-04-15,28.313472747802734,28.391637066734866,28.141511246152046,28.23084262658349,115881600
2015-04-16,28.177249908447266,28.38494469638553,28.163850794339893,28.201816086880648,113476000
2015-04-17,27.860126495361328,28.170551816596443,27.79536126738247,28.03878931074127,207828000
2015-04-20,28.496610641479492,28.612740281366165,27.9539243296978,28.043255739378658,188217200
2015-04-21,28.342517852783203,28.630609072444127,28.288917980602285,28.608278348151323,129740400
2015-04-22,28.724395751953125,28.780227653761592,28.210743277627888,28.360372365549516,150618000
2015-04-23,28.958898544311523,29.126394296720928,28.61720748201312,28.652940727044147,183083600
2015-04-24,29.09513282775879,29.173298886768084,28.86063805844121,29.142033144706428,178103600
2015-04-27,29.62441062927246,29.731610352000253,29.28941916309429,29.548480048122336,387816800
2015-04-28,29.15766143798828,30.046504652742044,28.93656921509768,30.028641437076313,475696000
2015-04-29,28.7288761138916,29.387692168497615,28.652945511304686,29.068335182947152,253544400
2015-04-30,27.94945526123047,28.72886826934814,27.822158571057354,28.72886826934814,332781600
2015-05-01,28.798107147216797,29.06163561358785,27.982962379436504,28.16162352279231,234050400
2015-05-04,28.742273330688477,29.15989843272447,28.644008600797655,28.920936166152686,203953200
2015-05-05,28.09462547302246,28.68644251770801,28.090157964842682,28.619443525852404,197085600
2015-05-06,27.91819190979004,28.306781570243007,27.549700921359097,28.26434876861224,288564000
2015-05-07,28.09087562561035,28.27476919935701,27.812791325039594,27.980986729477593,175763600
2015-05-08,28.620126724243164,28.620126724243164,28.281492877176024,28.40932129864255,222201600
2015-05-11,28.328588485717773,28.606671048184207,28.17384818122156,28.56854717086461,168143200
2015-05-12,28.22767448425293,28.454176395333747,27.99220023537915,28.167123180955276,192640000
2015-05-13,28.259069442749023,28.523696932639684,28.22767310589522,28.29046577960283,138776800
2015-05-14,28.918394088745117,28.918394088745117,28.51696925361795,28.57303438501216,180814000
2015-05-15,28.878026962280273,29.039494803970687,28.752441623619692,28.94530579997525,152832000
2015-05-18,29.196483612060547,29.315341438191382,28.786086365970352,28.790572535431327,203531600
2015-05-19,29.169572830200195,29.351223337213625,29.07313900949819,29.308613283085617,178532800
2015-05-20,29.16732406616211,29.373643343707954,29.005856210353336,29.153868981835398,145819600
2015-05-21,29.465585708618164,29.519409458235458,29.11573989096455,29.169563640581845,158921600
2015-05-22,29.723485946655273,29.81991974360408,29.46782910680423,29.512683945539724,182384000
2015-05-26,29.06864356994629,29.806462497095207,28.956513325134654,29.736942292822956,282790400
2015-05-27,29.611356735229492,29.66069432201889,29.16508050283067,29.23011454617458,183332800
2015-05-28,29.553058624267578,29.59118251180284,29.400563074126527,29.57099988109797,122933200
2015-05-29,29.21665382385254,29.479038163712147,29.131433750038177,29.429700586445225,203538000
2015-06-01,29.27496910095215,29.465591926874144,29.16508362746622,29.216662593019702,128451200
2015-06-02,29.144901275634766,29.301882969200555,29.001374666954007,29.122473852863536,134670400
2015-06-03,29.180774688720703,29.364669938252323,29.13143710577045,29.30187727303265,123934000
2015-06-04,29.01034164428711,29.283939758480475,28.909425092448846,29.059679233531426,153800400
2015-06-05,28.851116180419922,29.08434905085685,28.78608213155326,29.04173900210717,142507200
2015-06-08,28.660493850708008,28.976701990945653,28.44296088234116,28.907178358441183,210699200
2015-06-09,28.575281143188477,28.723293939227787,28.171613147664846,28.413813260590086,224301600
2015-06-10,28.902698516845703,29.005856445482788,28.671708731208312,28.68740690004075,156349200
2015-06-11,28.83765983581543,29.194233246174658,28.812991041403812,28.96997272313957,141563600
